Temp,Alpha
131.5,10.421
131.52,10.429
131.53,10.437
131.55,10.445
131.57,10.453
131.59,10.461
131.6,10.469
131.62,10.477
131.64,10.485
131.65,10.493
131.67,10.501
131.69,10.509
131.7,10.517
131.72,10.525
131.74,10.532
131.75,10.54
131.77,10.548
131.79,10.556
131.8,10.564
131.82,10.572
131.83,10.58
131.85,10.587
131.87,10.595
131.88,10.603
131.9,10.611
131.92,10.619
131.93,10.627
131.95,10.634
131.97,10.642
131.98,10.65
132,10.658
132.02,10.665
132.04,10.673
132.05,10.681
132.07,10.689
132.09,10.697
132.1,10.704
132.12,10.712
132.14,10.72
132.15,10.727
132.17,10.735
132.19,10.743
132.2,10.75
132.22,10.758
132.24,10.766
132.25,10.774
132.27,10.781
132.29,10.789
132.3,10.796
132.32,10.804
132.33,10.812
132.35,10.819
132.37,10.827
132.39,10.835
132.4,10.842
132.42,10.85
132.43,10.857
132.45,10.865
132.47,10.873
132.49,10.88
132.5,10.888
132.52,10.895
132.54,10.903
132.55,10.91
132.57,10.918
132.59,10.925
132.6,10.933
132.62,10.94
132.64,10.948
132.65,10.955
132.67,10.963
132.69,10.97
132.7,10.978
132.72,10.985
132.74,10.993
132.75,11
132.77,11.008
132.79,11.015
132.8,11.023
132.82,11.03
132.84,11.037
132.85,11.045
132.87,11.052
132.89,11.06
132.9,11.067
132.92,11.074
132.94,11.082
132.95,11.089
132.97,11.096
132.99,11.104
133,11.111
133.02,11.119
133.04,11.126
133.05,11.133
133.07,11.14
133.09,11.148
133.1,11.155
133.12,11.162
133.14,11.17
133.15,11.177
133.17,11.184
133.19,11.191
133.2,11.199
133.22,11.206
133.24,11.213
133.25,11.22
133.27,11.228
133.29,11.235
133.3,11.242
133.32,11.249
133.34,11.256
133.35,11.263
133.37,11.271
133.39,11.278
133.4,11.285
133.42,11.292
133.44,11.299
133.45,11.306
133.47,11.313
133.49,11.321
133.5,11.328
133.52,11.335
133.54,11.342
133.55,11.349
133.57,11.356
133.59,11.363
133.6,11.37
133.62,11.377
133.64,11.384
133.65,11.391
133.67,11.398
133.69,11.405
133.7,11.412
133.72,11.419
133.74,11.426
133.75,11.433
133.77,11.44
133.79,11.447
133.8,11.454
133.82,11.461
133.84,11.468
133.85,11.475
133.87,11.482
133.89,11.489
133.9,11.496
133.92,11.503
133.94,11.51
133.95,11.517
133.97,11.524
133.99,11.53
134,11.537
134.02,11.544
134.04,11.551
134.05,11.558
134.07,11.565
134.09,11.572
134.1,11.578
134.12,11.585
134.14,11.592
134.15,11.599
134.17,11.606
134.19,11.612
134.2,11.619
134.22,11.626
134.24,11.633
134.25,11.64
134.27,11.646
134.29,11.653
134.3,11.66
134.32,11.666
134.34,11.673
134.35,11.68
134.37,11.687
134.39,11.693
134.4,11.7
134.42,11.707
134.44,11.713
134.45,11.72
134.47,11.727
134.49,11.733
134.5,11.74
134.52,11.747
134.54,11.753
134.55,11.76
134.57,11.767
134.58,11.773
134.6,11.78
134.62,11.786
134.64,11.793
134.65,11.799
134.67,11.806
134.69,11.813
134.7,11.819
134.72,11.826
134.74,11.832
134.75,11.839
134.77,11.845
134.79,11.852
134.8,11.858
134.82,11.865
134.84,11.871
134.85,11.878
134.87,11.884
134.89,11.891
134.9,11.897
134.92,11.904
134.94,11.91
134.95,11.916
134.97,11.923
134.99,11.929
135,11.936
135.02,11.942
135.04,11.948
135.05,11.955
135.07,11.961
135.09,11.968
135.1,11.974
135.12,11.98
135.14,11.987
135.15,11.993
135.17,11.999
135.19,12.006
135.2,12.012
135.22,12.018
135.24,12.025
135.25,12.031
135.27,12.037
135.29,12.043
135.3,12.05
135.32,12.056
135.34,12.062
135.35,12.069
135.37,12.075
135.39,12.081
135.4,12.087
135.42,12.093
135.44,12.1
135.45,12.106
135.47,12.112
135.49,12.118
135.5,12.124
135.52,12.131
135.54,12.137
135.55,12.143
135.57,12.149
135.59,12.155
135.6,12.161
135.62,12.168
135.64,12.174
135.65,12.18
135.67,12.186
135.69,12.192
135.7,12.198
135.72,12.204
135.74,12.21
135.75,12.216
135.77,12.222
135.79,12.228
135.8,12.235
135.82,12.241
135.84,12.247
135.85,12.253
135.87,12.259
135.89,12.265
135.9,12.271
135.92,12.277
135.94,12.283
135.95,12.289
135.97,12.295
135.99,12.301
136,12.307
136.02,12.312
136.04,12.318
136.05,12.324
136.07,12.33
136.09,12.336
136.1,12.342
136.12,12.348
136.14,12.354
136.15,12.36
136.17,12.366
136.19,12.372
136.2,12.377
136.22,12.383
136.24,12.389
136.25,12.395
136.27,12.401
136.29,12.407
136.3,12.413
136.32,12.418
136.34,12.424
136.35,12.43
136.37,12.436
136.39,12.442
136.4,12.447
136.42,12.453
136.44,12.459
136.45,12.465
136.47,12.47
136.49,12.476
136.5,12.482
136.52,12.488
136.54,12.493
136.55,12.499
136.57,12.505
136.59,12.51
136.6,12.516
136.62,12.522
136.64,12.527
136.65,12.533
136.67,12.539
136.69,12.544
136.7,12.55
136.72,12.556
136.74,12.561
136.75,12.567
136.77,12.573
136.79,12.578
136.8,12.584
136.82,12.589
136.84,12.595
136.85,12.601
136.87,12.606
136.89,12.612
136.9,12.617
136.92,12.623
136.94,12.628
136.95,12.634
136.97,12.639
136.99,12.645
137,12.65
137.02,12.656
137.04,12.661
137.05,12.667
137.07,12.672
137.09,12.678
137.1,12.683
137.12,12.689
137.14,12.694
137.15,12.7
137.17,12.705
137.19,12.711
137.2,12.716
137.22,12.722
137.24,12.727
137.25,12.732
137.27,12.738
137.29,12.743
137.3,12.749
137.32,12.754
137.34,12.759
137.35,12.765
137.37,12.77
137.39,12.775
137.4,12.781
137.42,12.786
137.44,12.791
137.45,12.797
137.47,12.802
137.49,12.807
137.5,12.813
137.52,12.818
137.54,12.823
137.55,12.829
137.57,12.834
137.59,12.839
137.6,12.844
137.62,12.85
137.64,12.855
137.65,12.86
137.67,12.865
137.69,12.871
137.7,12.876
137.72,12.881
137.74,12.886
137.75,12.892
137.77,12.897
137.79,12.902
137.8,12.907
137.82,12.912
137.84,12.917
137.85,12.923
137.87,12.928
137.89,12.933
137.9,12.938
137.92,12.943
137.94,12.948
137.95,12.953
137.97,12.959
137.99,12.964
138,12.969
138.02,12.974
138.04,12.979
138.05,12.984
138.07,12.989
138.09,12.994
138.1,12.999
138.12,13.004
138.14,13.009
138.15,13.014
138.17,13.019
138.19,13.024
138.2,13.029
138.22,13.034
138.24,13.039
138.25,13.044
138.27,13.049
138.29,13.054
138.3,13.059
138.32,13.064
138.34,13.069
138.35,13.074
138.37,13.079
138.39,13.084
138.4,13.089
138.42,13.094
138.44,13.099
138.45,13.104
138.47,13.109
138.49,13.114
138.5,13.119
138.52,13.124
138.54,13.128
138.55,13.133
138.57,13.138
138.59,13.143
138.6,13.148
138.62,13.153
138.64,13.158
138.65,13.162
138.67,13.167
138.69,13.172
138.7,13.177
138.72,13.182
138.74,13.186
138.75,13.191
138.77,13.196
138.79,13.201
138.8,13.206
138.82,13.21
138.84,13.215
138.85,13.22
138.87,13.225
138.89,13.229
138.9,13.234
138.92,13.239
138.94,13.244
138.95,13.248
138.97,13.253
138.99,13.258
139,13.262
139.02,13.267
139.04,13.272
139.05,13.277
139.07,13.281
139.09,13.286
139.1,13.291
139.12,13.295
139.14,13.3
139.15,13.304
139.17,13.309
139.18,13.314
139.2,13.318
139.22,13.323
139.24,13.328
139.25,13.332
139.27,13.337
139.29,13.341
139.3,13.346
139.32,13.351
139.34,13.355
139.35,13.36
139.37,13.364
139.39,13.369
139.4,13.373
139.42,13.378
139.44,13.382
139.45,13.387
139.47,13.391
139.49,13.396
139.5,13.401
139.52,13.405
139.54,13.41
139.55,13.414
139.57,13.419
139.59,13.423
139.6,13.427
139.62,13.432
139.64,13.436
139.65,13.441
139.67,13.445
139.69,13.45
139.7,13.454
139.72,13.459
139.74,13.463
139.75,13.468
139.77,13.472
139.79,13.476
139.8,13.481
139.82,13.485
139.84,13.49
139.85,13.494
139.87,13.498
139.89,13.503
139.9,13.507
139.92,13.511
139.94,13.516
139.95,13.52
139.97,13.525
139.99,13.529
140,13.533
140.02,13.538
140.04,13.542
140.05,13.546
140.07,13.55
140.09,13.555
140.1,13.559
140.12,13.563
140.14,13.568
140.15,13.572
140.17,13.576
140.19,13.58
140.2,13.585
140.22,13.589
140.24,13.593
140.25,13.597
140.27,13.602
140.29,13.606
140.3,13.61
140.32,13.614
140.34,13.619
140.35,13.623
140.37,13.627
140.39,13.631
140.4,13.635
140.42,13.64
140.44,13.644
140.45,13.648
140.47,13.652
140.49,13.656
140.5,13.66
140.52,13.665
140.54,13.669
140.55,13.673
140.57,13.677
140.59,13.681
140.6,13.685
140.62,13.689
140.64,13.694
140.65,13.698
140.67,13.702
140.69,13.706
140.7,13.71
140.72,13.714
140.74,13.718
140.75,13.722
140.77,13.726
140.79,13.73
140.8,13.734
140.82,13.738
140.84,13.742
140.85,13.747
140.87,13.751
140.89,13.755
140.9,13.759
140.92,13.763
140.94,13.767
140.95,13.771
140.97,13.775
140.99,13.779
141,13.783
141.02,13.787
141.04,13.791
141.05,13.795
141.07,13.799
141.09,13.803
141.1,13.806
141.12,13.81
141.14,13.814
141.15,13.818
141.17,13.822
141.19,13.826
141.2,13.83
141.22,13.834
141.24,13.838
141.25,13.842
141.27,13.846
141.29,13.85
141.3,13.854
141.32,13.857
141.34,13.861
141.35,13.865
141.37,13.869
141.39,13.873
141.4,13.877
141.42,13.881
141.44,13.884
141.45,13.888
141.47,13.892
141.49,13.896
141.5,13.9
141.52,13.904
141.54,13.907
141.55,13.911
141.57,13.915
141.59,13.919
141.6,13.923
141.62,13.927
141.64,13.93
141.65,13.934
141.67,13.938
141.69,13.942
141.7,13.945
141.72,13.949
141.74,13.953
141.75,13.957
141.77,13.961
141.79,13.964
141.8,13.968
141.82,13.972
141.84,13.975
141.85,13.979
141.87,13.983
141.89,13.987
141.9,13.99
141.92,13.994
141.94,13.998
141.95,14.001
141.97,14.005
141.99,14.009
142,14.012
142.02,14.016
142.04,14.02
142.05,14.024
142.07,14.027
142.09,14.031
142.1,14.034
142.12,14.038
142.14,14.042
142.15,14.045
142.17,14.049
142.19,14.053
142.2,14.056
142.22,14.06
142.24,14.064
142.25,14.067
142.27,14.071
142.29,14.074
142.3,14.078
142.32,14.081
142.34,14.085
142.35,14.089
142.37,14.092
142.39,14.096
142.4,14.099
142.42,14.103
142.44,14.106
142.45,14.11
142.47,14.114
142.49,14.117
142.5,14.121
142.52,14.124
142.54,14.128
142.55,14.131
142.57,14.135
142.59,14.138
142.6,14.142
142.62,14.145
142.64,14.149
142.65,14.152
142.67,14.156
142.69,14.159
142.7,14.163
142.72,14.166
142.74,14.169
142.75,14.173
142.77,14.176
142.79,14.18
142.8,14.183
142.82,14.187
142.84,14.19
142.85,14.194
142.87,14.197
142.89,14.2
142.9,14.204
142.92,14.207
142.94,14.211
142.95,14.214
142.97,14.217
142.99,14.221
143,14.224
143.02,14.228
143.04,14.231
143.05,14.234
143.07,14.238
143.09,14.241
143.11,14.244
143.12,14.248
143.14,14.251
143.15,14.254
143.17,14.258
143.19,14.261
143.2,14.264
143.22,14.268
143.24,14.271
143.25,14.274
143.27,14.278
143.29,14.281
143.3,14.284
143.32,14.288
143.34,14.291
143.35,14.294
143.37,14.297
143.39,14.301
143.4,14.304
143.42,14.307
143.44,14.311
143.45,14.314
143.47,14.317
143.49,14.32
143.5,14.324
143.52,14.327
143.54,14.33
143.55,14.333
143.57,14.336
143.59,14.34
143.6,14.343
143.62,14.346
143.64,14.349
143.65,14.353
143.67,14.356
143.69,14.359
143.7,14.362
143.72,14.365
143.74,14.368
143.75,14.372
143.77,14.375
143.79,14.378
143.8,14.381
143.82,14.384
143.84,14.387
143.85,14.391
143.87,14.394
143.89,14.397
143.9,14.4
143.92,14.403
143.94,14.406
143.95,14.409
143.97,14.412
143.99,14.416
144,14.419
144.02,14.422
144.04,14.425
144.06,14.428
144.07,14.431
144.09,14.434
144.11,14.437
144.12,14.44
144.14,14.443
144.16,14.446
144.17,14.45
144.19,14.453
144.2,14.456
144.22,14.459
144.24,14.462
144.25,14.465
144.27,14.468
144.29,14.471
144.3,14.474
144.32,14.477
144.34,14.48
144.35,14.483
144.37,14.486
144.39,14.489
144.41,14.492
144.42,14.495
144.44,14.498
144.45,14.501
144.47,14.504
144.49,14.507
144.5,14.51
144.52,14.513
144.54,14.516
144.55,14.519
144.57,14.522
144.59,14.525
144.6,14.528
144.62,14.531
144.64,14.534
144.65,14.536
144.67,14.539
144.69,14.542
144.7,14.545
144.72,14.548
144.74,14.551
144.76,14.554
144.77,14.557
144.79,14.56
144.81,14.563
144.82,14.566
144.84,14.569
144.85,14.571
144.87,14.574
144.89,14.577
144.91,14.58
144.92,14.583
144.94,14.586
144.95,14.589
144.97,14.592
144.99,14.594
145,14.597
145.02,14.6
145.04,14.603
145.05,14.606
145.07,14.609
145.09,14.611
145.11,14.614
145.12,14.617
145.14,14.62
145.15,14.623
145.17,14.626
145.19,14.628
145.2,14.631
145.22,14.634
145.24,14.637
145.25,14.639
145.27,14.642
145.29,14.645
145.3,14.648
145.32,14.651
145.34,14.653
145.35,14.656
145.37,14.659
145.39,14.662
145.4,14.664
145.42,14.667
145.44,14.67
145.45,14.673
145.47,14.675
145.49,14.678
145.5,14.681
145.52,14.684
145.54,14.686
145.55,14.689
145.57,14.692
145.59,14.694
145.61,14.697
145.62,14.7
145.64,14.702
145.65,14.705
145.67,14.708
145.69,14.711
145.71,14.713
145.72,14.716
145.74,14.719
145.76,14.721
145.77,14.724
145.79,14.727
145.8,14.729
145.82,14.732
145.84,14.734
145.86,14.737
145.87,14.74
145.89,14.742
145.91,14.745
145.92,14.748
145.94,14.75
145.95,14.753
145.97,14.756
145.99,14.758
146.01,14.761
146.02,14.763
146.04,14.766
146.06,14.769
146.07,14.771
146.09,14.774
146.11,14.776
146.12,14.779
146.14,14.782
146.16,14.784
146.17,14.787
146.19,14.789
146.2,14.792
146.22,14.794
146.24,14.797
146.25,14.8
146.27,14.802
146.29,14.805
146.31,14.807
146.32,14.81
146.34,14.812
146.36,14.815
146.37,14.817
146.39,14.82
146.41,14.822
146.42,14.825
146.44,14.827
146.46,14.83
146.47,14.832
146.49,14.835
146.51,14.837
146.52,14.84
146.54,14.842
146.56,14.845
146.57,14.847
146.59,14.85
146.61,14.852
146.62,14.855
146.64,14.857
146.66,14.86
146.67,14.862
146.69,14.865
146.7,14.867
146.72,14.87
146.74,14.872
146.76,14.875
146.77,14.877
146.79,14.88
146.81,14.882
146.82,14.884
146.84,14.887
146.86,14.889
146.87,14.892
146.89,14.894
146.9,14.897
146.92,14.899
146.94,14.901
146.96,14.904
146.97,14.906
146.99,14.909
147,14.911
147.02,14.913
147.04,14.916
147.06,14.918
147.07,14.921
147.09,14.923
147.11,14.925
147.12,14.928
147.14,14.93
147.15,14.932
147.17,14.935
147.19,14.937
147.2,14.939
147.22,14.942
147.24,14.944
147.25,14.947
147.27,14.949
147.29,14.951
147.31,14.954
147.32,14.956
147.34,14.958
147.35,14.961
147.37,14.963
147.39,14.965
147.41,14.967
147.42,14.97
147.44,14.972
147.46,14.974
147.47,14.977
147.49,14.979
147.51,14.981
147.52,14.984
147.54,14.986
147.55,14.988
147.57,14.99
147.59,14.993
147.61,14.995
147.62,14.997
147.64,14.999
147.66,15.002
147.67,15.004
147.69,15.006
147.71,15.008
147.72,15.011
147.74,15.013
147.76,15.015
147.77,15.017
147.79,15.02
147.81,15.022
147.82,15.024
147.84,15.026
147.86,15.029
147.87,15.031
147.89,15.033
147.91,15.035
147.92,15.037
147.94,15.04
147.96,15.042
147.97,15.044
147.99,15.046
148.01,15.048
148.02,15.051
148.04,15.053
148.06,15.055
148.07,15.057
148.09,15.059
148.11,15.062
148.12,15.064
148.14,15.066
148.15,15.068
148.17,15.07
148.19,15.072
148.21,15.074
148.22,15.077
148.24,15.079
148.26,15.081
148.27,15.083
148.29,15.085
148.31,15.087
148.32,15.089
148.34,15.092
148.36,15.094
148.37,15.096
148.39,15.098
148.41,15.1
148.42,15.102
148.44,15.104
148.46,15.106
148.47,15.108
148.49,15.111
148.51,15.113
148.52,15.115
148.54,15.117
148.56,15.119
148.57,15.121
148.59,15.123
148.61,15.125
148.62,15.127
148.64,15.129
148.66,15.131
148.67,15.133
148.69,15.135
148.71,15.138
148.72,15.14
148.74,15.142
148.76,15.144
148.77,15.146
148.79,15.148
148.81,15.15
148.82,15.152
148.84,15.154
148.86,15.156
148.87,15.158
148.89,15.16
148.91,15.162
148.92,15.164
148.94,15.166
148.96,15.168
148.97,15.17
148.99,15.172
149.01,15.174
149.02,15.176
149.04,15.178
149.06,15.18
149.07,15.182
149.09,15.184
149.11,15.186
149.12,15.188
149.14,15.19
149.16,15.192
149.17,15.194
149.19,15.196
149.21,15.198
149.22,15.2
149.24,15.202
149.26,15.204
149.27,15.206
149.29,15.208
149.31,15.209
149.32,15.211
149.34,15.213
149.36,15.215
149.37,15.217
149.39,15.219
149.41,15.221
149.42,15.223
149.44,15.225
149.46,15.227
149.47,15.229
149.49,15.231
149.51,15.233
149.52,15.234
149.54,15.236
149.56,15.238
149.57,15.24
149.59,15.242
149.61,15.244
149.62,15.246
149.64,15.248
149.66,15.25
149.67,15.252
149.69,15.253
149.71,15.255
149.72,15.257
149.74,15.259
149.76,15.261
149.77,15.263
149.79,15.265
149.81,15.267
149.82,15.268
149.84,15.27
149.86,15.272
149.87,15.274
149.89,15.276
149.91,15.278
149.92,15.279
149.94,15.281
149.96,15.283
149.97,15.285
149.99,15.287
150.01,15.289
150.02,15.29
150.04,15.292
150.06,15.294
150.07,15.296
150.09,15.298
150.11,15.3
150.12,15.301
150.14,15.303
150.16,15.305
150.17,15.307
150.19,15.309
150.21,15.31
150.22,15.312
150.24,15.314
150.26,15.316
150.27,15.318
150.29,15.319
150.31,15.321
150.32,15.323
150.34,15.325
150.36,15.326
150.37,15.328
150.39,15.33
150.41,15.332
150.42,15.333
150.44,15.335
150.46,15.337
150.47,15.339
150.49,15.341
150.51,15.342
150.52,15.344
150.54,15.346
150.56,15.347
150.57,15.349
150.59,15.351
150.61,15.353
150.62,15.354
150.64,15.356
150.66,15.358
150.67,15.36
150.69,15.361
150.71,15.363
150.72,15.365
150.74,15.366
150.76,15.368
150.77,15.37
150.79,15.371
150.81,15.373
150.82,15.375
150.84,15.377
150.86,15.378
150.87,15.38
150.89,15.382
150.91,15.383
150.92,15.385
150.94,15.387
150.96,15.388
150.97,15.39
150.99,15.392
151.01,15.393
151.02,15.395
151.04,15.397
151.06,15.398
151.07,15.4
151.09,15.402
151.11,15.403
151.12,15.405
151.14,15.407
151.16,15.408
151.17,15.41
151.19,15.411
151.21,15.413
151.22,15.415
151.24,15.416
151.26,15.418
151.27,15.42
151.29,15.421
151.31,15.423
151.32,15.424
151.34,15.426
151.36,15.428
151.37,15.429
151.39,15.431
151.41,15.432
151.42,15.434
151.44,15.436
151.46,15.437
151.47,15.439
151.49,15.44
151.51,15.442
151.52,15.444
151.54,15.445
151.56,15.447
151.57,15.448
151.59,15.45
151.61,15.451
151.62,15.453
151.64,15.455
151.66,15.456
151.67,15.458
151.69,15.459
151.71,15.461
151.72,15.462
151.74,15.464
151.76,15.465
151.77,15.467
151.79,15.469
151.81,15.47
151.82,15.472
151.84,15.473
151.86,15.475
151.87,15.476
151.89,15.478
151.91,15.479
151.92,15.481
151.94,15.482
151.96,15.484
151.97,15.485
151.99,15.487
152.01,15.488
152.02,15.49
152.04,15.491
152.06,15.493
152.07,15.494
152.09,15.496
152.11,15.497
152.12,15.499
152.14,15.5
152.16,15.502
152.17,15.503
152.19,15.505
152.21,15.506
152.22,15.508
152.24,15.509
152.26,15.511
152.27,15.512
152.29,15.514
152.31,15.515
152.32,15.517
152.34,15.518
152.36,15.52
152.37,15.521
152.39,15.522
152.41,15.524
152.42,15.525
152.44,15.527
152.46,15.528
152.47,15.53
152.49,15.531
152.51,15.533
152.52,15.534
152.54,15.535
152.56,15.537
152.57,15.538
152.59,15.54
152.61,15.541
152.63,15.543
152.64,15.544
152.66,15.545
152.67,15.547
152.69,15.548
152.71,15.55
152.72,15.551
152.74,15.553
152.76,15.554
152.77,15.555
152.79,15.557
152.81,15.558
152.82,15.56
152.84,15.561
152.86,15.562
152.88,15.564
152.89,15.565
152.91,15.566
152.92,15.568
152.94,15.569
152.96,15.571
152.97,15.572
152.99,15.573
153.01,15.575
153.02,15.576
153.04,15.577
153.06,15.579
153.07,15.58
153.09,15.582
153.11,15.583
153.12,15.584
153.14,15.586
153.16,15.587
153.17,15.588
153.19,15.59
153.21,15.591
153.22,15.592
153.24,15.594
153.26,15.595
153.27,15.596
153.29,15.598
153.31,15.599
153.32,15.6
153.34,15.602
153.36,15.603
153.37,15.604
153.39,15.606
153.41,15.607
153.42,15.608
153.44,15.61
153.46,15.611
153.47,15.612
153.49,15.613
153.51,15.615
153.53,15.616
153.54,15.617
153.56,15.619
153.57,15.62
153.59,15.621
153.61,15.623
153.62,15.624
153.64,15.625
153.66,15.626
153.67,15.628
153.69,15.629
153.71,15.63
153.73,15.631
153.74,15.633
153.76,15.634
153.77,15.635
153.79,15.637
153.81,15.638
153.82,15.639
153.84,15.64
153.86,15.642
153.87,15.643
153.89,15.644
153.91,15.645
153.92,15.647
153.94,15.648
153.96,15.649
153.97,15.65
153.99,15.652
154.01,15.653
154.02,15.654
154.04,15.655
154.06,15.656
154.07,15.658
154.09,15.659
154.11,15.66
154.13,15.661
154.14,15.663
154.16,15.664
154.17,15.665
154.19,15.666
154.21,15.667
154.22,15.669
154.24,15.67
154.26,15.671
154.27,15.672
154.29,15.673
154.31,15.675
154.32,15.676
154.34,15.677
154.36,15.678
154.37,15.679
154.39,15.681
154.41,15.682
154.42,15.683
154.44,15.684
154.46,15.685
154.47,15.687
154.49,15.688
154.51,15.689
154.53,15.69
154.54,15.691
154.56,15.692
154.58,15.694
154.59,15.695
154.61,15.696
154.62,15.697
154.64,15.698
154.66,15.699
154.68,15.701
154.69,15.702
154.71,15.703
154.72,15.704
154.74,15.705
154.76,15.706
154.77,15.707
154.79,15.709
154.81,15.71
154.83,15.711
154.84,15.712
154.86,15.713
154.87,15.714
154.89,15.715
154.91,15.716
154.93,15.718
154.94,15.719
154.96,15.72
154.98,15.721
154.99,15.722
155.01,15.723
155.03,15.724
155.04,15.725
155.06,15.727
155.08,15.728
155.09,15.729
155.11,15.73
155.12,15.731
155.14,15.732
155.16,15.733
155.17,15.734
155.19,15.735
155.21,15.736
155.22,15.738
155.24,15.739
155.26,15.74
155.27,15.741
155.29,15.742
155.31,15.743
155.33,15.744
155.34,15.745
155.36,15.746
155.37,15.747
155.39,15.748
155.41,15.749
155.43,15.751
155.44,15.752
155.46,15.753
155.48,15.754
155.49,15.755
155.51,15.756
155.53,15.757
155.54,15.758
155.56,15.759
155.58,15.76
155.59,15.761
155.61,15.762
155.63,15.763
155.64,15.764
155.66,15.765
155.68,15.766
155.69,15.767
155.71,15.768
155.73,15.77
155.74,15.771
155.76,15.772
155.78,15.773
155.79,15.774
155.81,15.775
155.83,15.776
155.84,15.777
155.86,15.778
155.88,15.779
155.89,15.78
155.91,15.781
155.93,15.782
155.94,15.783
155.96,15.784
155.98,15.785
155.99,15.786
156.01,15.787
156.03,15.788
156.04,15.789
156.06,15.79
156.08,15.791
156.09,15.792
156.11,15.793
156.13,15.794
156.14,15.795
156.16,15.796
156.18,15.797
156.19,15.798
156.21,15.799
156.23,15.8
156.24,15.801
156.26,15.802
156.28,15.803
156.29,15.804
156.31,15.805
156.33,15.806
156.34,15.807
156.36,15.808
156.38,15.809
156.39,15.81
156.41,15.81
156.43,15.811
156.44,15.812
156.46,15.813
156.48,15.814
156.49,15.815
156.51,15.816
156.53,15.817
156.54,15.818
156.56,15.819
156.58,15.82
156.59,15.821
156.61,15.822
156.63,15.823
156.64,15.824
156.66,15.825
156.68,15.826
156.69,15.827
156.71,15.828
156.73,15.828
156.74,15.829
156.76,15.83
156.78,15.831
156.79,15.832
156.81,15.833
156.83,15.834
156.84,15.835
156.86,15.836
156.88,15.837
156.89,15.838
156.91,15.839
156.93,15.839
156.94,15.84
156.96,15.841
156.98,15.842
156.99,15.843
157.01,15.844
157.03,15.845
157.04,15.846
157.06,15.847
157.08,15.847
157.09,15.848
157.11,15.849
157.13,15.85
157.14,15.851
157.16,15.852
157.18,15.853
157.19,15.854
157.21,15.854
157.23,15.855
157.24,15.856
157.26,15.857
157.28,15.858
157.29,15.859
157.31,15.86
157.33,15.861
157.34,15.861
157.36,15.862
157.38,15.863
157.39,15.864
157.41,15.865
157.43,15.866
157.44,15.866
157.46,15.867
157.48,15.868
157.49,15.869
157.51,15.87
157.53,15.871
157.54,15.871
157.56,15.872
157.58,15.873
157.59,15.874
157.61,15.875
157.63,15.876
157.64,15.876
157.66,15.877
157.68,15.878
157.69,15.879
157.71,15.88
157.73,15.881
157.74,15.881
157.76,15.882
157.78,15.883
157.79,15.884
157.81,15.885
157.83,15.885
157.84,15.886
157.86,15.887
157.88,15.888
157.89,15.889
157.91,15.889
157.93,15.89
157.94,15.891
157.96,15.892
157.98,15.893
157.99,15.893
158.01,15.894
158.03,15.895
158.04,15.896
158.06,15.897
158.08,15.897
158.09,15.898
158.11,15.899
158.13,15.9
158.14,15.9
158.16,15.901
158.18,15.902
158.19,15.903
158.21,15.904
158.23,15.904
158.24,15.905
158.26,15.906
158.28,15.907
158.29,15.907
158.31,15.908
158.33,15.909
158.34,15.91
158.36,15.91
158.38,15.911
158.39,15.912
158.41,15.913
158.43,15.914
158.44,15.914
158.46,15.915
158.48,15.916
158.49,15.917
158.51,15.917
158.53,15.918
158.54,15.919
158.56,15.919
158.58,15.92
158.59,15.921
158.61,15.922
158.63,15.922
158.64,15.923
158.66,15.924
158.68,15.925
158.69,15.925
158.71,15.926
158.73,15.927
158.74,15.928
158.76,15.928
158.78,15.929
158.79,15.93
158.81,15.93
158.83,15.931
158.84,15.932
158.86,15.933
158.88,15.933
158.89,15.934
158.91,15.935
158.93,15.935
158.94,15.936
158.96,15.937
158.98,15.938
158.99,15.938
159.01,15.939
159.03,15.94
159.04,15.94
159.06,15.941
159.08,15.942
159.09,15.943
159.11,15.943
159.13,15.944
159.14,15.945
159.16,15.945
159.18,15.946
159.19,15.947
159.21,15.947
159.23,15.948
159.24,15.949
159.26,15.949
159.28,15.95
159.29,15.951
159.31,15.951
159.33,15.952
159.34,15.953
159.36,15.953
159.38,15.954
159.39,15.955
159.41,15.955
159.43,15.956
159.44,15.957
159.46,15.957
159.48,15.958
159.49,15.959
159.51,15.959
159.53,15.96
159.54,15.961
159.56,15.961
159.58,15.962
159.59,15.963
159.61,15.963
159.63,15.964
159.64,15.965
159.66,15.965
159.68,15.966
159.69,15.966
159.71,15.967
159.73,15.968
159.74,15.968
159.76,15.969
159.78,15.97
159.79,15.97
159.81,15.971
159.83,15.971
159.84,15.972
159.86,15.973
159.88,15.973
159.89,15.974
159.91,15.975
159.93,15.975
159.94,15.976
159.96,15.976
159.98,15.977
159.99,15.978
160.01,15.978
160.03,15.979
160.04,15.979
160.06,15.98
160.08,15.981
160.09,15.981
160.11,15.982
160.13,15.982
160.14,15.983
160.16,15.984
160.18,15.984
160.19,15.985
160.21,15.985
160.23,15.986
160.24,15.987
160.26,15.987
160.28,15.988
160.29,15.988
160.31,15.989
160.33,15.99
160.34,15.99
160.36,15.991
160.38,15.991
160.4,15.992
160.41,15.992
160.43,15.993
160.44,15.994
160.46,15.994
160.48,15.995
160.49,15.995
160.51,15.996
160.53,15.996
160.54,15.997
160.56,15.998
160.58,15.998
160.59,15.999
160.61,15.999
160.63,16
160.64,16
160.66,16.001
160.68,16.001
160.69,16.002
160.71,16.002
